odID	OrderID	ProductID	UnitPrice	Quantity	Discount
338	10374	58	0	15	0
339	10375	14	0	15	0
340	10375	54	0	10	0
341	10376	31	0	42	0
342	10377	28	0	20	0
343	10377	39	0	20	0
344	10378	71	0	6	0
345	10379	41	0	8	0
346	10379	63	0	16	0
347	10379	65	0	20	0
348	10380	30	0	18	0
349	10380	53	0	20	0
350	10380	60	0	6	0
351	10380	70	0	30	0
352	10381	74	0	14	0
353	10382	5	0	32	0
354	10382	18	0	9	0
355	10382	29	0	14	0
356	10382	33	0	60	0
357	10382	74	0	50	0
358	10383	13	0	20	0
359	10383	50	0	15	0
360	10383	56	0	20	0
361	10384	20	0	28	0
362	10384	60	0	15	0
363	10385	7	0	10	0
364	10385	60	0	20	0
365	10385	68	0	8	0
366	10386	24	0	15	0
367	10386	34	0	10	0
368	10387	24	0	15	0
369	10387	28	0	6	0
370	10387	59	0	12	0
371	10387	71	0	15	0
372	10388	45	0	15	0
373	10388	52	0	20	0
374	10388	53	0	40	0
375	10389	10	0	16	0
376	10389	55	0	15	0
377	10389	62	0	20	0
378	10389	70	0	30	0
379	10390	31	0	60	0
380	10390	35	0	40	0
381	10390	46	0	45	0
382	10390	72	0	24	0
383	10391	13	0	18	0
384	10392	69	0	50	0
385	10393	2	0	25	0
386	10393	14	0	42	0
387	10393	25	0	7	0
388	10393	26	0	70	0
389	10393	31	0	32	0
390	10394	13	0	10	0
391	10394	62	0	10	0
392	10395	46	0	28	0
393	10395	53	0	70	0
394	10395	69	0	8	0
395	10396	23	0	40	0
396	10396	71	0	60	0
397	10396	72	0	21	0
398	10397	21	0	10	0
399	10397	51	0	18	0
400	10398	35	0	30	0
401	10398	55	0	120	0
402	10399	68	0	60	0
403	10399	71	0	30	0
404	10399	76	0	35	0
405	10399	77	0	14	0
406	10400	29	0	21	0
407	10400	35	0	35	0
408	10400	49	0	30	0
409	10401	30	0	18	0
410	10401	56	0	70	0
411	10401	65	0	20	0
412	10401	71	0	60	0
413	10402	23	0	60	0
414	10402	63	0	65	0
415	10403	16	0	21	0
416	10403	48	0	70	0
417	10404	26	0	30	0
418	10404	42	0	40	0
419	10404	49	0	30	0
420	10405	3	0	50	0
421	10406	1	0	10	0
422	10406	21	0	30	0
423	10406	28	0	42	0
424	10406	36	0	5	0
425	10406	40	0	2	0
426	10407	11	0	30	0
427	10407	69	0	15	0
428	10407	71	0	15	0
429	10408	37	0	10	0
430	10408	54	0	6	0
431	10408	62	0	35	0
432	10409	14	0	12	0
433	10409	21	0	12	0
434	10410	33	0	49	0
435	10410	59	0	16	0
436	10411	41	0	25	0
437	10411	44	0	40	0
438	10411	59	0	9	0
439	10412	14	0	20	0
440	10413	1	0	24	0
441	10413	62	0	40	0
442	10413	76	0	14	0
443	10414	19	0	18	0
444	10414	33	0	50	0
445	10415	17	0	2	0
446	10415	33	0	20	0
447	10416	19	0	20	0
448	10416	53	0	10	0
449	10416	57	0	20	0
450	10417	38	0	50	0
451	10417	46	0	2	0
452	10417	68	0	36	0
453	10417	77	0	35	0
454	10418	2	0	60	0
455	10418	47	0	55	0
456	10418	61	0	16	0
457	10418	74	0	15	0
458	10419	60	0	60	0
459	10419	69	0	20	0
460	10420	9	0	20	0
461	10420	13	0	2	0
462	10420	70	0	8	0
463	10420	73	0	20	0
464	10421	19	0	4	0
465	10421	26	0	30	0
466	10421	53	0	15	0
467	10421	77	0	10	0
468	10422	26	0	2	0
469	10423	31	0	14	0
470	10423	59	0	20	0
471	10424	35	0	60	0
472	10424	38	0	49	0
473	10424	68	0	30	0
474	10425	55	0	10	0
475	10425	76	0	20	0
476	10426	56	0	5	0
477	10426	64	0	7	0
478	10427	14	0	35	0
479	10428	46	0	20	0
480	10429	50	0	40	0
481	10429	63	0	35	0
482	10430	17	0	45	0
483	10430	21	0	50	0
484	10430	56	0	30	0
485	10430	59	0	70	0
486	10431	17	0	50	0
487	10431	40	0	50	0
488	10431	47	0	30	0
489	10432	26	0	10	0
490	10432	54	0	40	0
491	10433	56	0	28	0
492	10434	11	0	6	0
493	10434	76	0	18	0
494	10435	2	0	10	0
495	10435	22	0	12	0
496	10435	72	0	10	0
497	10436	46	0	5	0
498	10436	56	0	40	0
499	10436	64	0	30	0
500	10436	75	0	24	0
501	10437	53	0	15	0
502	10438	19	0	15	0
503	10438	34	0	20	0
504	10438	57	0	15	0
505	10439	12	0	15	0
506	10439	16	0	16	0
507	10439	64	0	6	0
508	10439	74	0	30	0
509	10440	2	0	45	0
510	10440	16	0	49	0
511	10440	29	0	24	0
512	10440	61	0	90	0
513	10441	27	0	50	0
514	10442	11	0	30	0
515	10442	54	0	80	0
516	10442	66	0	60	0
517	10443	11	0	6	0
518	10443	28	0	12	0
519	10444	17	0	10	0
520	10444	26	0	15	0
521	10444	35	0	8	0
522	10444	41	0	30	0
523	10445	39	0	6	0
524	10445	54	0	15	0
525	10446	19	0	12	0
526	10446	24	0	20	0
527	10446	31	0	3	0
528	10446	52	0	15	0
529	10447	19	0	40	0
530	10447	65	0	35	0
531	10447	71	0	2	0
532	10448	26	0	6	0
533	10448	40	0	20	0
534	10449	10	0	14	0
535	10449	52	0	20	0
536	10449	62	0	35	0
537	10450	10	0	20	0
538	10450	54	0	6	0
539	10451	55	0	120	0
540	10451	64	0	35	0
541	10451	65	0	28	0
542	10451	77	0	55	0
543	10452	28	0	15	0
544	10452	44	0	100	0
545	10453	48	0	15	0
546	10453	70	0	25	0
547	10454	16	0	20	0
548	10454	33	0	20	0
549	10454	46	0	10	0
550	10455	39	0	20	0
551	10455	53	0	50	0
552	10455	61	0	25	0
553	10455	71	0	30	0
554	10456	21	0	40	0
555	10456	49	0	21	0
556	10457	59	0	36	0
557	10458	26	0	30	0
558	10458	28	0	30	0
559	10458	43	0	20	0
560	10458	56	0	15	0
561	10458	71	0	50	0
562	10459	7	0	16	0
563	10459	46	0	20	0
564	10459	72	0	40	0
565	10460	68	0	21	0
566	10460	75	0	4	0
567	10461	21	0	40	0
568	10461	30	0	28	0
569	10461	55	0	60	0
570	10462	13	0	1	0
571	10462	23	0	21	0
572	10463	19	0	21	0
573	10463	42	0	50	0
574	10464	4	0	16	0
575	10464	43	0	3	0
576	10464	56	0	30	0
577	10464	60	0	20	0
578	10465	24	0	25	0
579	10465	29	0	18	0
580	10465	40	0	20	0
581	10465	45	0	30	0
582	10465	50	0	25	0
583	10466	11	0	10	0
584	10466	46	0	5	0
585	10467	24	0	28	0
586	10467	25	0	12	0
587	10468	30	0	8	0
588	10468	43	0	15	0
589	10469	2	0	40	0
590	10469	16	0	35	0
591	10469	44	0	2	0
592	10470	18	0	30	0
593	10470	23	0	15	0
594	10470	64	0	8	0
595	10471	7	0	30	0
596	10471	56	0	20	0
597	10472	24	0	80	0
598	10472	51	0	18	0
599	10473	33	0	12	0
600	10473	71	0	12	0
601	10474	14	0	12	0
602	10474	28	0	18	0
603	10474	40	0	21	0
604	10474	75	0	10	0
605	10475	31	0	35	0
606	10475	66	0	60	0
607	10475	76	0	42	0
608	10476	55	0	2	0
609	10476	70	0	12	0
610	10477	1	0	15	0
611	10477	21	0	21	0
612	10477	39	0	20	0
613	10478	10	0	20	0
614	10479	38	0	30	0
615	10479	53	0	28	0
616	10479	59	0	60	0
617	10479	64	0	30	0
618	10480	47	0	30	0
619	10480	59	0	12	0
620	10481	49	0	24	0
621	10481	60	0	40	0
622	10482	40	0	10	0
623	10483	34	0	35	0
624	10483	77	0	30	0
625	10484	21	0	14	0
626	10484	40	0	10	0
627	10484	51	0	3	0
628	10485	2	0	20	0
629	10485	3	0	20	0
630	10485	55	0	30	0
631	10485	70	0	60	0
632	10486	11	0	5	0
633	10486	51	0	25	0
634	10486	74	0	16	0
635	10487	19	0	5	0
636	10487	26	0	30	0
637	10487	54	0	24	0
638	10488	59	0	30	0
639	10488	73	0	20	0
640	10489	11	0	15	0
641	10489	16	0	18	0
642	10490	59	0	60	0
643	10490	68	0	30	0
644	10490	75	0	36	0
645	10491	44	0	15	0
646	10491	77	0	7	0
647	10492	25	0	60	0
648	10492	42	0	20	0
649	10493	65	0	15	0
650	10493	66	0	10	0
651	10493	69	0	10	0
652	10494	56	0	30	0
653	10495	23	0	10	0
654	10495	41	0	20	0
655	10495	77	0	5	0
656	10496	31	0	20	0
657	10497	56	0	14	0
658	10497	72	0	25	0
659	10497	77	0	25	0
660	10498	24	0	14	0
661	10498	40	0	5	0
662	10498	42	0	30	0
663	10499	28	0	20	0
664	10499	49	0	25	0
665	10500	15	0	12	0
666	10500	28	0	8	0
667	10501	54	0	20	0
668	10502	45	0	21	0
669	10502	53	0	6	0
670	10502	67	0	30	0
671	10503	14	0	70	0
672	10503	65	0	20	0
673	10504	2	0	12	0
674	10504	21	0	12	0
675	10504	53	0	10	0
676	10504	61	0	25	0
677	10505	62	0	3	0
678	10506	25	0	18	0
679	10506	70	0	14	0
680	10507	43	0	15	0
681	10507	48	0	15	0
682	10508	13	0	10	0
683	10508	39	0	10	0
684	10509	28	0	3	0
685	10510	29	0	36	0
686	10510	75	0	36	0
687	10511	4	0	50	0
688	10511	7	0	50	0
689	10511	8	0	10	0
690	10512	24	0	10	0
691	10512	46	0	9	0
692	10512	47	0	6	0
693	10512	60	0	12	0
694	10513	21	0	40	0
695	10513	32	0	50	0
696	10513	61	0	15	0
697	10514	20	0	39	0
698	10514	28	0	35	0
699	10514	56	0	70	0
700	10514	65	0	39	0
701	10514	75	0	50	0
702	10515	9	0	16	0
703	10515	16	0	50	0
704	10515	27	0	120	0
705	10515	33	0	16	0
706	10515	60	0	84	0
707	10516	18	0	25	0
708	10516	41	0	80	0
709	10516	42	0	20	0
710	10517	52	0	6	0
711	10517	59	0	4	0
712	10517	70	0	6	0
713	10518	24	0	5	0
714	10518	38	0	15	0
715	10518	44	0	9	0
716	10519	10	0	16	0
717	10519	56	0	40	0
718	10519	60	0	10	0
719	10520	24	0	8	0
720	10520	53	0	5	0
721	10521	35	0	3	0
722	10521	41	0	10	0
723	10521	68	0	6	0
724	10522	1	0	40	0
725	10522	8	0	24	0
726	10522	30	0	20	0
727	10522	40	0	25	0
728	10523	17	0	25	0
729	10523	20	0	15	0
730	10523	37	0	18	0
731	10523	41	0	6	0
732	10524	10	0	2	0
733	10524	30	0	10	0
734	10524	43	0	60	0
735	10524	54	0	15	0
736	10525	36	0	30	0
737	10525	40	0	15	0
738	10526	1	0	8	0
739	10526	13	0	10	0
740	10526	56	0	30	0
741	10527	4	0	50	0
742	10527	36	0	30	0
743	10528	11	0	3	0
744	10528	33	0	8	0
745	10528	72	0	9	0
746	10529	55	0	14	0
747	10529	68	0	20	0
748	10529	69	0	10	0
749	10530	17	0	40	0
750	10530	43	0	25	0
751	10530	61	0	20	0
752	10530	76	0	50	0
753	10531	59	0	2	0
754	10532	30	0	15	0
755	10532	66	0	24	0
756	10533	4	0	50	0
757	10533	72	0	24	0
758	10533	73	0	24	0
759	10534	30	0	10	0
760	10534	40	0	10	0
761	10534	54	0	10	0
762	10535	11	0	50	0
763	10535	40	0	10	0
764	10535	57	0	5	0
765	10535	59	0	15	0
766	10536	12	0	15	0
767	10536	31	0	20	0
768	10536	33	0	30	0
769	10536	60	0	35	0
770	10537	31	0	30	0
771	10537	51	0	6	0
772	10537	58	0	20	0
773	10537	72	0	21	0
774	10537	73	0	9	0
775	10538	70	0	7	0
776	10538	72	0	1	0
777	10539	13	0	8	0
778	10539	21	0	15	0
779	10539	33	0	15	0
780	10539	49	0	6	0
781	10540	3	0	60	0
782	10540	26	0	40	0
783	10540	38	0	30	0
784	10540	68	0	35	0
785	10541	24	0	35	0
786	10541	38	0	4	0
787	10541	65	0	36	0
788	10541	71	0	9	0
789	10542	11	0	15	0
790	10542	54	0	24	0
791	10543	12	0	30	0
792	10543	23	0	70	0
793	10544	28	0	7	0
794	10544	67	0	7	0
795	10545	11	0	10	0
796	10546	7	0	10	0
797	10546	35	0	30	0
798	10546	62	0	40	0
799	10547	32	0	24	0
800	10547	36	0	60	0
801	10548	34	0	10	0
802	10548	41	0	14	0
803	10549	31	0	55	0
804	10549	45	0	100	0
805	10549	51	0	48	0
806	10550	17	0	8	0
807	10550	19	0	10	0
808	10550	21	0	6	0
809	10550	61	0	10	0
810	10551	16	0	40	0
811	10551	35	0	20	0
812	10551	44	0	40	0
813	10552	69	0	18	0
814	10552	75	0	30	0
815	10553	11	0	15	0
816	10553	16	0	14	0
817	10553	22	0	24	0
818	10553	31	0	30	0
819	10553	35	0	6	0
820	10554	16	0	30	0
821	10554	23	0	20	0
822	10554	62	0	20	0
823	10554	77	0	10	0
824	10555	14	0	30	0
825	10555	19	0	35	0
826	10555	24	0	18	0
827	10555	51	0	20	0
828	10555	56	0	40	0
829	10556	72	0	24	0
830	10557	64	0	30	0
831	10557	75	0	20	0
832	10558	47	0	25	0
833	10558	51	0	20	0
834	10558	52	0	30	0
835	10558	53	0	18	0
836	10558	73	0	3	0
837	10559	41	0	12	0
838	10559	55	0	18	0
839	10560	30	0	20	0
840	10560	62	0	15	0
841	10561	44	0	10	0
842	10561	51	0	50	0
843	10562	33	0	20	0
844	10562	62	0	10	0
845	10563	36	0	25	0
846	10563	52	0	70	0
847	10564	17	0	16	0
848	10564	31	0	6	0
849	10564	55	0	25	0
850	10565	24	0	25	0
851	10565	64	0	18	0
852	10566	11	0	35	0
853	10566	18	0	18	0
854	10566	76	0	10	0
855	10567	31	0	60	0
856	10567	51	0	3	0
857	10567	59	0	40	0
858	10568	10	0	5	0
859	10569	31	0	35	0
860	10569	76	0	30	0
861	10570	11	0	15	0
862	10570	56	0	60	0
863	10571	14	0	11	0
864	10571	42	0	28	0
865	10572	16	0	12	0
866	10572	32	0	10	0
867	10572	40	0	50	0
868	10572	75	0	15	0
869	10573	17	0	18	0
870	10573	34	0	40	0
871	10573	53	0	25	0
872	10574	33	0	14	0
873	10574	40	0	2	0
874	10574	62	0	10	0
875	10574	64	0	6	0
876	10575	59	0	12	0
877	10575	63	0	6	0
878	10575	72	0	30	0
879	10575	76	0	10	0
880	10576	1	0	10	0
881	10576	31	0	20	0
882	10576	44	0	21	0
883	10577	39	0	10	0
884	10577	75	0	20	0
885	10577	77	0	18	0
886	10578	35	0	20	0
887	10578	57	0	6	0
888	10579	15	0	10	0
889	10579	75	0	21	0
890	10580	14	0	15	0
891	10580	41	0	9	0
892	10580	65	0	30	0
893	10581	75	0	50	0
894	10582	57	0	4	0
895	10582	76	0	14	0
896	10583	29	0	10	0
897	10583	60	0	24	0
898	10583	69	0	10	0
899	10584	31	0	50	0
900	10585	47	0	15	0
901	10586	52	0	4	0
902	10587	26	0	6	0
903	10587	35	0	20	0
904	10587	77	0	20	0
905	10588	18	0	40	0
906	10588	42	0	100	0
907	10589	35	0	4	0
908	10590	1	0	20	0
909	10590	77	0	60	0
910	10591	3	0	14	0
911	10591	7	0	10	0
912	10591	54	0	50	0
913	10592	15	0	25	0
914	10592	26	0	5	0
915	10593	20	0	21	0
916	10593	69	0	20	0
917	10593	76	0	4	0
918	10594	52	0	24	0
919	10594	58	0	30	0
920	10595	35	0	30	0
921	10595	61	0	120	0
922	10595	69	0	65	0
923	10596	56	0	5	0
924	10596	63	0	24	0
925	10596	75	0	30	0
926	10597	24	0	35	0
927	10597	57	0	20	0
928	10597	65	0	12	0
929	10598	27	0	50	0
930	10598	71	0	9	0
931	10599	62	0	10	0
932	10600	54	0	4	0
933	10600	73	0	30	0
934	10601	13	0	60	0
935	10601	59	0	35	0
936	10602	77	0	5	0
937	10603	22	0	48	0
938	10603	49	0	25	0
939	10604	48	0	6	0
940	10604	76	0	10	0
941	10605	16	0	30	0
942	10605	59	0	20	0
943	10605	60	0	70	0
944	10605	71	0	15	0
945	10606	4	0	20	0
946	10606	55	0	20	0
947	10606	62	0	10	0
948	10607	7	0	45	0
949	10607	17	0	100	0
950	10607	33	0	14	0
951	10607	40	0	42	0
952	10607	72	0	12	0
953	10608	56	0	28	0
954	10609	1	0	3	0
955	10609	10	0	10	0
956	10609	21	0	6	0
957	10610	36	0	21	0
958	10611	1	0	6	0
959	10611	2	0	10	0
960	10611	60	0	15	0
961	10612	10	0	70	0
962	10612	36	0	55	0
963	10612	49	0	18	0
964	10612	60	0	40	0
965	10612	76	0	80	0
966	10613	13	0	8	0
967	10613	75	0	40	0
968	10614	11	0	14	0
969	10614	21	0	8	0
970	10614	39	0	5	0
971	10615	55	0	5	0
972	10616	38	0	15	0
973	10616	56	0	14	0
974	10616	70	0	15	0
975	10616	71	0	15	0
976	10617	59	0	30	0
977	10618	6	0	70	0
978	10618	56	0	20	0
979	10618	68	0	15	0
980	10619	21	0	42	0
981	10619	22	0	40	0
982	10620	24	0	5	0
983	10620	52	0	5	0
984	10621	19	0	5	0
985	10621	23	0	10	0
986	10621	70	0	20	0
987	10621	71	0	15	0
988	10622	2	0	20	0
989	10622	68	0	18	0
990	10623	14	0	21	0
991	10623	19	0	15	0
992	10623	21	0	25	0
993	10623	24	0	3	0
994	10623	35	0	30	0
995	10624	28	0	10	0
996	10624	29	0	6	0
997	10624	44	0	10	0
998	10625	14	0	3	0
999	10625	42	0	5	0
1000	10625	60	0	10	0
1001	10626	53	0	12	0
1002	10626	60	0	20	0
1003	10626	71	0	20	0
1004	10627	62	0	15	0
1005	10627	73	0	35	0
1006	10628	1	0	25	0
1007	10629	29	0	20	0
1008	10629	64	0	9	0
1009	10630	55	0	12	0
1010	10630	76	0	35	0
1011	10631	75	0	8	0
1012	10632	2	0	30	0
1013	10632	33	0	20	0
1014	10633	12	0	36	0
1015	10633	13	0	13	0
1016	10633	26	0	35	0
1017	10633	62	0	80	0
1018	10634	7	0	35	0
1019	10634	18	0	50	0
1020	10634	51	0	15	0
1021	10634	75	0	2	0
1022	10635	4	0	10	0
1023	10635	5	0	15	0
1024	10635	22	0	40	0
1025	10636	4	0	25	0
1026	10636	58	0	6	0
1027	10637	11	0	10	0
1028	10637	50	0	25	0
1029	10637	56	0	60	0
1030	10638	45	0	20	0
1031	10638	65	0	21	0
1032	10638	72	0	60	0
1033	10639	18	0	8	0
1034	10640	69	0	20	0
1035	10640	70	0	15	0
1036	10641	2	0	50	0
1037	10641	40	0	60	0
1038	10642	21	0	30	0
1039	10642	61	0	20	0
1040	10643	28	0	15	0
1041	10643	39	0	21	0
1042	10643	46	0	2	0
1043	10644	18	0	4	0
1044	10644	43	0	20	0
1045	10644	46	0	21	0
1046	10645	18	0	20	0
1047	10645	36	0	15	0
1048	10646	1	0	15	0
1049	10646	10	0	18	0
1050	10646	71	0	30	0
1051	10646	77	0	35	0
1052	10647	19	0	30	0
1053	10647	39	0	20	0
1054	10648	22	0	15	0
1055	10648	24	0	15	0
1056	10649	28	0	20	0
1057	10649	72	0	15	0
1058	10650	30	0	30	0
1059	10650	53	0	25	0
1060	10650	54	0	30	0
1061	10651	19	0	12	0
1062	10651	22	0	20	0
1063	10652	30	0	2	0
1064	10652	42	0	20	0
1065	10653	16	0	30	0
1066	10653	60	0	20	0
1067	10654	4	0	12	0
